species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Torgersen,35.03676193,17.57152434,205,3186,female
Adelie,Dream,61.46596549,23.70254893,181,2000,male
Chinstrap,Dream,52.15879684,15.61174218,197,4333,female
Gentoo,Biscoe,54.39936031,16.56998077,194,4715,female
Adelie,Dream,46.88163944,12.80271274,188,4384,male
Gentoo,Biscoe,43.21219701,14.12424546,201,5930,male
Gentoo,Biscoe,57.01284449,16.96715542,224,2683,male
Adelie,Biscoe,30.30723317,17.53569305,188,4559,male
Chinstrap,Dream,46.82518004,18.44413082,193,4339,male
Chinstrap,Dream,56.75237124,14.74152304,215,3558,female
Adelie,Biscoe,43.62959539,22.43160323,180,3748,female
Adelie,Torgersen,29.10733864,17.725299,185,2882,male
Adelie,Dream,46.81461262,19.47104101,221,2793,male
Chinstrap,Dream,38.53725449,18.91892221,184,3413,male
Gentoo,Biscoe,49.57741322,18.97298038,226,3634,female
Gentoo,Biscoe,49.8366303,12.21286503,204,6465,female
Gentoo,Biscoe,45.06619017,13.69995507,212,6602,female
Adelie,Dream,41.98238457,13.68650105,183,4793,female
Chinstrap,Dream,44.94950129,16.42101185,186,3816,female
Adelie,Torgersen,44.22287451,16.58208431,177,4351,female
Gentoo,Biscoe,47.08439015,12.48550797,201,5401,female
Adelie,Biscoe,34.70037844,18.38503268,166,4733,female
Gentoo,Biscoe,46.77301303,13.41380103,201,6258,male
Chinstrap,Dream,48.85446443,20.52824261,183,4225,male
Gentoo,Biscoe,54.02235865,11.61314135,226,4042,male
Adelie,Dream,25,10,177,4982,female
Adelie,Torgersen,37.9266364,19.50717438,191,2621,male
Gentoo,Biscoe,53.17390331,18.28615332,185,5262,female
Adelie,Biscoe,33.80943432,17.1769698,165,3743,female
Adelie,Torgersen,32.86867997,16.71530468,188,3669,male
Adelie,Torgersen,30.60819792,10.36922014,199,5019,female
Gentoo,Biscoe,50.82305869,16.85067349,225,6350,female
Adelie,Dream,40.64547135,19.18058076,181,4796,male
Gentoo,Biscoe,46.3375627,17.00951545,200,5392,male
Adelie,Biscoe,42.50553806,16.75661502,191,2000,female
Gentoo,Biscoe,25,13.36880439,260,8000,female
Adelie,Torgersen,35.76256039,19.72256836,190,4203,female
Chinstrap,Dream,53.76532492,17.80112346,200,5331,male
Chinstrap,Dream,45.60418249,16.9362202,193,2395,male
Gentoo,Biscoe,57.65164,14.55800098,232,5097,female
Gentoo,Biscoe,55.1345858,30,197,8000,female
Chinstrap,Dream,47.00842231,19.60207712,195,4005,male
Adelie,Biscoe,40.1603655,13.651374,174,4235,male
Chinstrap,Dream,41.94828873,18.59947377,189,3775,male
Adelie,Dream,48.95127355,16.80006677,160,3716,female
Gentoo,Biscoe,38.51213868,17.21443737,215,4921,male
Adelie,Biscoe,37.83879712,21.78726139,181,2382,female
Gentoo,Biscoe,51.52481967,12.46378865,214,4724,female
Chinstrap,Dream,52.07239974,18.21136839,186,2952,male
Adelie,Dream,39.10067698,17.26320423,160,3540,male
Chinstrap,Dream,53.30013466,19.2581054,187,2508,female
Gentoo,Biscoe,55.60645298,15.99362221,222,5388,male
Adelie,Biscoe,38.28867064,18.92387645,173,2985,male
Adelie,Biscoe,25,18.36692364,160,5470,female
Adelie,Dream,34.42373013,14.91547125,185,3623,female
Adelie,Torgersen,29.22024349,22.57001231,248,6005,male
Gentoo,Biscoe,55.92527454,18.27200699,216,5264,male
Adelie,Dream,38.07026319,16.67949787,176,3618,male
Gentoo,Biscoe,46.83088148,17.89627047,233,3679,male
Chinstrap,Dream,58.38138224,19.40109307,194,4228,male
Chinstrap,Dream,51.60922075,19.13804771,192,3991,female
Chinstrap,Dream,41.61278584,19.6448266,202,4264,female
Chinstrap,Dream,69.24724184,17.87213873,197,3041,female
Adelie,Dream,44.03352888,15.54628085,194,3280,male
Chinstrap,Dream,43.99805604,19.31597363,176,2883,female
Adelie,Biscoe,37.6741071,15.01338063,171,4921,female
Chinstrap,Dream,49.34576476,16.79216014,180,3197,male
Chinstrap,Dream,70,10,202,4400,female
Gentoo,Biscoe,49.65499246,19.77780694,233,5840,male
Gentoo,Biscoe,46.9854855,15.02779956,219,4545,female
Adelie,Biscoe,47.77717074,21.02202526,193,2000,female
Gentoo,Biscoe,48.16035835,13.96613071,226,4216,male
Adelie,Torgersen,25,25.6565465,160,5216,male
Adelie,Torgersen,36.18517997,16.86202072,162,3028,male
Adelie,Biscoe,44.4241696,14.59526894,203,3903,male
Chinstrap,Dream,55.01301083,17.30897067,192,3864,male
Chinstrap,Dream,51.13949955,18.32044172,185,3034,male
Adelie,Torgersen,40.61368979,15.99564997,202,3857,female
Adelie,Biscoe,33.75624779,17.91577477,180,2869,female
Adelie,Torgersen,28.96311536,19.43304148,181,4784,female
Adelie,Biscoe,39.57959393,19.32079965,190,3490,female
Adelie,Biscoe,32.52309777,18.29060095,188,3239,male
Gentoo,Biscoe,47.2386279,13.24559061,225,4593,male
Adelie,Dream,40.93039041,14.02989796,197,2992,male
Adelie,Biscoe,34.90860718,25.50497908,260,4833,male
Adelie,Dream,40.32139188,18.98279428,191,2998,male
Gentoo,Biscoe,55.98910558,15.43652811,186,5080,female
Adelie,Dream,39.85644238,15.08600418,203,2961,female
Adelie,Biscoe,32.2548419,20.07609524,169,4967,female
Gentoo,Biscoe,38.32619686,18.32037847,238,3784,male
Chinstrap,Dream,51.06445466,18.04542023,195,3512,male
Adelie,Dream,28.57941144,23.89050563,204,2671,male
Gentoo,Biscoe,49.78723902,15.81000056,220,4460,male
Adelie,Torgersen,43.49846064,18.03145857,226,2937,male
Chinstrap,Dream,64.6008519,13.74841449,260,4688,female
Adelie,Biscoe,46.32876945,22.97332327,200,3861,male
Gentoo,Biscoe,43.77898879,14.57451437,214,4652,male
Chinstrap,Dream,54.66683043,20.36639708,177,4619,female
Gentoo,Biscoe,49.44655614,17.74645382,206,5283,female
Adelie,Torgersen,38.14094649,16.4144354,212,4407,female
Adelie,Biscoe,46.85614229,20.23080382,179,2324,female
Chinstrap,Dream,32.90514575,21.44088423,160,7259,male
Adelie,Dream,37.0499491,15.39362671,182,2000,female
Adelie,Torgersen,34.67281018,15.85015359,199,5136,male
Chinstrap,Dream,30.24169263,15.47869742,238,2000,male
Adelie,Biscoe,43.01735917,18.96791806,182,2835,male
Adelie,Dream,36.2922138,19.73400669,218,3105,male
Adelie,Dream,37.96785831,18.07893523,183,2990,male
Adelie,Torgersen,33.29237206,20.04068955,182,2882,female
Gentoo,Biscoe,44.76946356,13.69021725,227,5457,male
Gentoo,Biscoe,49.31543327,17.33118874,204,5999,female
Adelie,Torgersen,33.09538056,21.17115657,205,2428,male
Adelie,Biscoe,33.59581995,17.42025014,203,4263,male
Chinstrap,Dream,52.63699263,21.43284857,240,3896,male
Chinstrap,Dream,42.97445127,18.69412352,198,2698,female
Gentoo,Biscoe,47.82892431,14.58491311,179,6104,male
Adelie,Torgersen,40.49653122,15.48044695,189,4712,female
Gentoo,Biscoe,47.72130777,13.25455092,236,5633,male
Gentoo,Biscoe,35.62789359,13.14584139,189,6405,male
Adelie,Biscoe,37.20182263,25.52376171,210,2376,female
Chinstrap,Dream,31.00329534,20.174342,260,2000,male
Adelie,Torgersen,27.91944353,23.57424369,195,5295,male
Gentoo,Biscoe,45.53471186,16.07647466,240,6180,male
Adelie,Torgersen,34.90835267,14.27912726,199,5097,female
Gentoo,Biscoe,55.16689068,16.47680623,210,2370,male
Gentoo,Biscoe,55.28987915,16.0828534,191,3452,female
Gentoo,Biscoe,52.73448553,14.46151079,223,4484,male
Adelie,Biscoe,33.68642805,19.03241903,183,4657,male
Chinstrap,Dream,62.45521041,16.04424315,203,4682,male
Gentoo,Biscoe,56.07888811,17.67287971,239,2636,male
Adelie,Biscoe,38.21501089,17.02839554,213,3015,female
Adelie,Dream,30.17880925,15.46829014,182,3798,female
Gentoo,Biscoe,55.49481246,11.53924339,171,4704,male
Adelie,Biscoe,32.80321081,19.50783332,223,3595,female
Gentoo,Biscoe,62.47572417,14.91130897,226,6417,male
Gentoo,Biscoe,43.41510765,17.10326676,230,5613,female
Gentoo,Biscoe,27.34775624,13.0404562,212,3980,female
Chinstrap,Dream,50.90639997,18.09548899,192,2000,male
Gentoo,Biscoe,47.88467587,13.17985832,232,4080,male
Gentoo,Biscoe,57.27682805,18.62010614,235,5757,male
Adelie,Dream,45.86092349,20.69983816,204,3780,female
Chinstrap,Dream,58.7023183,16.22957122,211,3955,female
Adelie,Torgersen,40.47307652,21.49506762,208,4605,male
Gentoo,Biscoe,49.90667971,12.55929661,228,3592,female
Adelie,Dream,35.92055118,20.96347078,198,4372,male
Chinstrap,Dream,65.29777088,29.27846266,207,7376,male
Chinstrap,Dream,50.6243438,25.06665033,210,2000,male
Adelie,Dream,70,16.94613399,162,2154,male
Chinstrap,Dream,25,16.37062499,164,2000,male
Gentoo,Biscoe,60.51333617,10.53310589,239,3588,male
Adelie,Torgersen,26.60096842,14.54840249,213,3908,male
Gentoo,Biscoe,43.4875237,15.34162119,240,4701,female
Adelie,Dream,46.01785848,23.97461283,181,4034,female
Gentoo,Biscoe,47.14474952,13.71392276,192,2968,female
Adelie,Torgersen,46.08007297,16.9149596,188,4391,male
Adelie,Dream,38.70022008,23.64877301,185,3250,female
Adelie,Dream,37.47599098,23.74978396,185,4540,male
Gentoo,Biscoe,41.26567215,18.44916592,218,5001,female
Chinstrap,Dream,47.60448806,17.83667752,160,4203,female
Chinstrap,Dream,49.81441657,23.52341811,203,3430,male
Adelie,Dream,34.3860547,17.97008541,181,3501,male
Gentoo,Biscoe,31.74524337,10.28432878,222,2000,male
Adelie,Dream,37.87284296,15.82316098,180,3261,male
Adelie,Dream,37.78044466,15.97184355,214,4623,female
Chinstrap,Dream,70,15.68436661,228,8000,female
Adelie,Dream,41.44057661,21.36655133,211,4363,male
Chinstrap,Dream,53.49190309,17.22466659,239,4019,female
Gentoo,Biscoe,46.57299424,15.05232194,206,5130,male
Adelie,Dream,33.75068644,26.05733903,215,3952,female
Gentoo,Biscoe,52.98521577,12.33977553,220,5156,female
Adelie,Dream,35.57508954,16.08294365,179,5737,female
Chinstrap,Dream,56.50721933,19.45066428,213,2714,male
Adelie,Biscoe,58.06508165,18.26087261,186,3885,female
Adelie,Biscoe,40.58301361,18.29781132,202,3896,female
Gentoo,Biscoe,34.1689631,17.13578975,196,4676,female
Adelie,Biscoe,42.45794051,17.79406873,202,3755,male
Adelie,Biscoe,51.38547041,21.23400986,260,2457,female
Gentoo,Biscoe,39.07342767,14.17157303,219,5534,female
Adelie,Torgersen,38.43442014,16.68881781,183,4023,female
Gentoo,Biscoe,55.98010951,17.56759095,191,4552,male
Gentoo,Biscoe,50.20699603,14.81501784,257,6803,male
Chinstrap,Dream,59.46127533,19.3365973,208,3296,male
Adelie,Dream,25,19.49288236,206,3800,female
Gentoo,Biscoe,49.40263445,17.12328739,249,5866,male
Chinstrap,Dream,53.40305612,19.08677842,201,3813,female
Gentoo,Biscoe,47.9848363,16.44158873,205,4993,male
Gentoo,Biscoe,52.45625084,16.87651579,239,5633,female
Adelie,Torgersen,42.19114029,22.23423556,160,4086,male
Chinstrap,Dream,53.08139881,19.60812396,210,4080,female
Gentoo,Biscoe,51.89079584,17.58151994,216,5134,male
Chinstrap,Dream,46.89259682,16.99767628,189,3032,male
Gentoo,Biscoe,57.71558299,16.72483707,238,6666,male
Chinstrap,Dream,53.92587111,17.28959029,193,2000,female
Adelie,Torgersen,26.08493671,18.30784282,192,4340,male
Gentoo,Biscoe,48.16916346,13.65333275,193,4641,female
Adelie,Dream,50.5709229,17.94932156,161,4522,female
Adelie,Dream,29.77979267,18.77809472,202,2639,female
Adelie,Dream,32.21901661,14.76367819,193,3360,female
Gentoo,Biscoe,32.45417297,13.7606414,208,6846,female
Gentoo,Biscoe,42.69895665,13.67149721,214,7291,male
Chinstrap,Dream,45.83045598,19.18397526,207,3863,female
Adelie,Torgersen,40.45823172,16.73082129,187,2111,female
Adelie,Biscoe,37.41886638,20.3399893,196,4165,male
Adelie,Torgersen,41.29278628,18.25885729,189,2446,male
Chinstrap,Dream,56.74137788,18.33532746,206,4513,male
Gentoo,Biscoe,50.43507211,15.21176076,220,5320,female
Gentoo,Biscoe,54.39744927,13.55856776,205,5453,male
Gentoo,Biscoe,36.45115661,16.67763234,217,4946,male
Gentoo,Biscoe,50.84893099,13.53936106,246,4606,male
Adelie,Dream,63.28135616,20.58938135,160,7617,female
Adelie,Torgersen,33.77967734,21.53689573,193,6325,male
Gentoo,Biscoe,47.81805016,13.16340798,219,5127,male
Chinstrap,Dream,50.57418957,15.41507441,183,4922,male
Gentoo,Biscoe,48.65057251,14.64826551,217,3314,male
Adelie,Biscoe,35.07363923,18.70266278,160,3927,female
Adelie,Biscoe,47.41572605,19.59068691,178,2168,female
Adelie,Dream,42.16447409,17.55906781,177,4541,male
Gentoo,Biscoe,38.96865517,13.0559755,196,6451,male
Gentoo,Biscoe,66.72137735,10,210,5975,female
Chinstrap,Dream,48.84137337,15.6069581,181,3020,female
Adelie,Torgersen,36.91336486,17.54549389,195,3025,male
Adelie,Torgersen,42.60349891,20.92837308,196,4162,male
Gentoo,Biscoe,50.78277191,12.2151442,202,5823,male
Chinstrap,Dream,55.0243363,20.26645449,199,2478,female
Gentoo,Biscoe,47.0428297,12.12426998,218,4893,male
Gentoo,Biscoe,54.11391929,16.59697278,197,5223,male
Chinstrap,Dream,65.47142545,23.80580269,224,2725,female
Gentoo,Biscoe,44.4380619,14.19155239,208,5281,male
Chinstrap,Dream,49.90910945,18.83852423,221,4741,male
Adelie,Torgersen,41.13528647,17.35797529,188,3449,male
Adelie,Biscoe,25,18.80989143,209,2801,male
Chinstrap,Dream,51.72497769,16.75360581,192,3624,female
Adelie,Biscoe,37.90508893,11.40421179,200,3648,female
Chinstrap,Dream,47.12167046,16.17085417,189,3351,female
Gentoo,Biscoe,61.10985612,13.91458845,211,5393,male
Gentoo,Biscoe,42.95430265,19.06109019,232,3394,male
Adelie,Biscoe,33.89851528,18.83552134,199,3339,male
Gentoo,Biscoe,53.17156412,14.93691016,209,5658,female
Adelie,Biscoe,39.17222163,14.62302081,206,4131,female
Chinstrap,Dream,58.08715475,13.85004138,193,5116,male
Chinstrap,Dream,48.68515816,15.38348293,194,2000,male
Adelie,Biscoe,39.42038838,19.26864284,197,4803,male
Adelie,Biscoe,32.94160162,17.7768038,243,5911,male
Chinstrap,Dream,56.38859787,17.56519851,227,3383,male
Gentoo,Biscoe,60.99998922,10,228,2000,male
Adelie,Biscoe,31.69599942,17.12521815,166,4323,female
Gentoo,Biscoe,46.61378435,14.27707974,234,5159,female
Adelie,Dream,41.54720683,10.03506783,194,3270,female
Adelie,Dream,36.81526336,23.87902226,182,5612,female
Gentoo,Biscoe,43.97589157,57,215,5216,female
Chinstrap,Dream,47.27944784,16.34287668,170,3451,female
Chinstrap,Dream,60.72936355,18.29920052,198,4154,male
Adelie,Torgersen,35.80726867,17.10327431,209,6287,female
Gentoo,Biscoe,54.62027781,14.76718477,219,6395,male
Gentoo,Biscoe,40.59801328,10.6390173,216,3775,female
Chinstrap,Dream,47.40820705,15.21418641,190,3316,male
Adelie,Biscoe,46.57701585,17.69453891,175,5644,female
Gentoo,Biscoe,53.3191924,18.12884378,232,5788,male
Chinstrap,Dream,45.67771784,18.20741567,197,3726,female
Adelie,Dream,38.80154415,17.00553704,162,4518,male
Adelie,Torgersen,41.59554421,19.35252102,191,2000,male
Gentoo,Biscoe,66.22070658,10,160,5923,male
Adelie,Dream,44.5774399,16.49916074,206,4655,female
Chinstrap,Dream,57.36919627,16.97363596,190,4548,male
Adelie,Torgersen,31.54498022,16.26475702,167,4234,female
Adelie,Torgersen,28.88145909,18.35391717,164,3354,male
Adelie,Torgersen,38.808857,27.17838201,207,7300,male
Gentoo,Biscoe,53.79845868,13.33648026,210,3626,female
Adelie,Dream,43.60689942,14.62478547,245,3550,female
Chinstrap,Dream,32.63406002,17.86480478,220,2000,male
Chinstrap,Dream,43.57373595,17.41517254,199,2067,female
Chinstrap,Dream,44.70473194,19.98354678,253,4011,male
Adelie,Dream,38.3349627,16.15248621,194,5208,female
Adelie,Biscoe,37.28348748,25.42616462,161,4263,female
Adelie,Torgersen,31.99019087,14.95848583,185,3769,female
Chinstrap,Dream,53.60224413,20.69956218,186,3089,female
Gentoo,Biscoe,52.50770134,14.77975409,232,7562,female
Adelie,Dream,30.10732865,17.95347208,182,3316,male
Gentoo,Biscoe,42.09213808,15.66480837,217,3476,male
Chinstrap,Dream,54.18457935,19.50488771,194,2000,male
Chinstrap,Dream,44.67286413,17.67417064,175,3316,female
Gentoo,Biscoe,53.89352308,14.48627051,216,4900,female
Chinstrap,Dream,46.95697643,18.37287602,212,4431,female
Chinstrap,Dream,51.26064991,16.24607001,166,3084,male
Adelie,Biscoe,40.93373673,21.27511268,179,2842,female
Adelie,Biscoe,25,30,244,4246,female
Gentoo,Biscoe,40.9857249,14.69190071,215,6242,male
Adelie,Torgersen,38.77051784,21.58922917,173,4011,female
Adelie,Dream,29.80681166,17.23875971,199,2240,male
Chinstrap,Dream,43.22887185,19.91336849,176,2078,female
Gentoo,Biscoe,59.10913117,13.00864228,216,5303,female
Gentoo,Biscoe,50.41107496,15.89529866,191,3103,male
Chinstrap,Dream,48.43836914,17.90926501,207,5009,male
Adelie,Torgersen,41.25410275,22.57141859,175,4296,female
Chinstrap,Dream,55.31112847,16.67633087,178,4287,male
Chinstrap,Dream,47.94902945,18.12531763,204,3375,female
Adelie,Dream,47.39640667,21.82056578,204,3458,male
Adelie,Torgersen,55.53999805,17.56414086,199,5041,female
Adelie,Dream,36.24784943,15.3553412,168,3142,male
Chinstrap,Dream,50.01117113,18.48966009,168,4317,female
Adelie,Torgersen,32.17646588,18.7999227,186,3143,male
Adelie,Biscoe,33.00997102,19.52988687,196,3995,male
Chinstrap,Dream,63.72221202,14.33469775,215,4017,male
Gentoo,Biscoe,47.8555135,12.3238373,195,4919,male
Gentoo,Biscoe,54.84358628,17.38759834,164,3334,female
Gentoo,Biscoe,50.0433611,15.86454691,228,5996,female
Adelie,Dream,38.79230238,20.69050587,162,3539,female
Adelie,Biscoe,52.51117409,19.77299046,167,3559,male
Gentoo,Biscoe,56.51982022,17.04322523,176,6551,female
Adelie,Torgersen,47.06954018,17.4668084,166,2334,female
Gentoo,Biscoe,59.24907543,14.57203206,210,6834,female
Gentoo,Biscoe,58.96852779,15.4645874,220,4791,male
Gentoo,Biscoe,44.86643526,14.65196698,207,5384,female
Gentoo,Biscoe,47.6188465,14.51057265,213,6963,female
Adelie,Biscoe,36.90739706,20.12876918,186,3524,male
Adelie,Biscoe,40.98218332,19.50210109,162,2597,male
Chinstrap,Dream,57.39375343,21.3071812,198,4723,male
Adelie,Torgersen,37.9402412,13.826905,176,3077,female
Gentoo,Biscoe,46.2491049,15.76607809,221,4198,male
Adelie,Torgersen,30.12542948,17.3271786,187,3492,female
Chinstrap,Dream,43.47991419,20.39541883,168,3765,female
Adelie,Torgersen,33.94799768,13.67011147,200,2992,female
Adelie,Torgersen,38.60457569,18.21799966,206,4053,male
Gentoo,Biscoe,52.96691958,15.38455519,219,4883,female
Gentoo,Biscoe,39.90547304,17.40812114,207,5288,male
Chinstrap,Dream,50.88892045,16.62627232,244,2816,female
Gentoo,Biscoe,69.70445321,10,174,4762,male
Adelie,Dream,50.52686511,13.40200906,260,2320,male
Adelie,Torgersen,39.17904357,18.69112833,186,3566,female
Gentoo,Biscoe,47.52941958,13.74260714,211,5666,male
Chinstrap,Dream,40.72946188,19.00259794,193,3457,male
Adelie,Torgersen,27.02280565,18.99207122,192,2237,male
Gentoo,Biscoe,46.76929329,16.23004384,213,4158,female
Adelie,Biscoe,46.28453049,20.5315377,177,4672,female
Gentoo,Biscoe,52.12528552,12.94959874,193,6454,male
Gentoo,Biscoe,52.85299528,11.61643179,216,4828,female
Gentoo,Biscoe,48.60445979,14.8583172,203,4971,male
Chinstrap,Dream,44.96960755,18.99956852,177,4042,female
Gentoo,Biscoe,55.23058037,15.88343586,238,3966,male
Adelie,Dream,35.4530316,16.47934563,208,3909,female
Gentoo,Biscoe,51.11642252,13.80736729,213,2981,male
Gentoo,Biscoe,42.94232893,12.03333423,204,6567,female
Adelie,Biscoe,36.72878502,19.6329819,190,3912,male
Adelie,Torgersen,43.83270903,14.89728252,191,3332,female
Gentoo,Biscoe,45.28870805,14.21688569,231,4465,female
Adelie,Biscoe,44.40947031,17.5147721,192,2859,female
Adelie,Biscoe,43.43131263,18.69732828,185,2078,male
Adelie,Dream,44.91447678,23.93782743,196,4646,female
Adelie,Biscoe,43.83836674,22.11375797,201,4148,male
Adelie,Torgersen,42.54840753,21.33434446,177,2563,female
Chinstrap,Dream,54.08532837,19.89586727,184,4029,female
Chinstrap,Dream,47.68876304,17.90658499,178,4442,female
Adelie,Biscoe,43.27783621,20.84983462,181,3345,female
Gentoo,Biscoe,50.652859,16.42880132,219,6008,female
Chinstrap,Dream,42.33150066,21.64704728,215,3138,female
Adelie,Torgersen,35.76247663,15.95843666,225,3643,female
Gentoo,Biscoe,45.40051848,16.86367599,244,2953,female
Adelie,Biscoe,36.73832179,13.50131937,188,2145,male
Gentoo,Biscoe,52.98830048,16.73738096,226,5487,female
Chinstrap,Dream,47.81329844,20.39801863,185,3385,male
Adelie,Dream,47.88416094,16.70564362,177,4311,female
Chinstrap,Dream,54.21544475,19.76929829,198,6289,female
Gentoo,Biscoe,58.55430185,18.0502404,247,5289,male
Gentoo,Biscoe,49.40801448,14.04440857,230,3405,male
Gentoo,Biscoe,51.54579111,10,243,3261,male
Chinstrap,Dream,54.57765536,17.28905765,190,2000,female
Adelie,Biscoe,42.99733286,17.61964618,194,4177,male
Gentoo,Biscoe,62.45139231,13.26431502,236,5200,female
Adelie,Biscoe,35.348121,19.87597035,196,3520,male
Gentoo,Biscoe,49.27632925,14.23824479,229,5026,male
Gentoo,Biscoe,49.16240302,13.15237741,237,5561,female
Adelie,Biscoe,34.61952358,17.31161779,208,2325,female
Adelie,Biscoe,36.15562588,18.68280024,173,3969,female
Gentoo,Biscoe,58.8541475,13.5852758,186,6176,male
Chinstrap,Dream,68.57809531,18.4754397,212,4077,male
Gentoo,Biscoe,48.98844549,16.39403888,203,5302,male
Adelie,Biscoe,40.02257742,12.87585708,184,2465,male
Gentoo,Biscoe,70,14.63884839,209,6007,male
Adelie,Torgersen,44.87565725,20.884915,160,3963,female
Gentoo,Biscoe,50.27650724,14.10510884,228,5656,female
Gentoo,Biscoe,48.23536163,11.29061585,239,6792,female
Gentoo,Biscoe,53.39253979,13.16951078,232,7148,female
Adelie,Dream,34.54103898,21.32249358,207,2259,female
Adelie,Torgersen,39.5779567,19.72667929,187,3686,male
Gentoo,Biscoe,70,13.23980528,260,5509,male
Gentoo,Biscoe,40.48441111,10,217,5992,male
Gentoo,Biscoe,58.01778511,14.43529494,188,4978,male
Adelie,Biscoe,31.53463947,21.37914376,201,3107,male
Adelie,Torgersen,28.76354937,19.82017107,185,5606,female
Gentoo,Biscoe,45.39102847,17.35274587,203,5939,male
Gentoo,Biscoe,48.87941936,16.16452218,224,6864,male
Chinstrap,Dream,32.48944007,17.74580813,164,3446,male
Chinstrap,Dream,42.36654822,18.93963211,192,5170,female
Adelie,Biscoe,47.88329915,30,256,3821,male
Gentoo,Biscoe,44.842212,12.06952099,220,6630,male
Adelie,Dream,47.45331382,13.87783941,197,2490,male
Gentoo,Biscoe,51.01425408,16.94655177,219,5762,female
Adelie,Biscoe,45.68417607,16.6012125,177,3523,male
Adelie,Torgersen,35.60156717,20.34980633,192,4132,male
Gentoo,Biscoe,42.05575528,18.6219043,223,5644,female
Gentoo,Biscoe,54.81613817,15.6760555,215,3346,male
Gentoo,Biscoe,70,21.29896147,260,2000,female
Gentoo,Biscoe,64.35743015,13.24305642,253,3448,male
Gentoo,Biscoe,49.7844748,14.11453085,222,3607,male
Adelie,Biscoe,40.63688893,55,188,2724,female
Gentoo,Biscoe,61.36345732,13.37642039,225,4880,male
Adelie,Dream,44.87026791,20.87952921,187,2868,female
Gentoo,Biscoe,51.00953556,14.53956013,223,5262,female
Gentoo,Biscoe,62.67192953,23.34036785,229,4371,male
Gentoo,Biscoe,56.95684203,16.31186825,215,6781,male
Adelie,Biscoe,41.39521474,18.38967622,224,3775,female
Gentoo,Biscoe,48.73896113,16.16141877,222,3627,female
Adelie,Torgersen,37.39683377,22.5788432,233,2662,male
Adelie,Dream,35.44533792,16.58899889,193,4895,male
Adelie,Torgersen,28.40574179,21.72560733,214,2241,male
Gentoo,Biscoe,57.32768571,17.43785248,221,5928,male
Chinstrap,Dream,63.65698373,18.70394795,179,3404,female
Adelie,Biscoe,39.45889056,21.70576743,170,4936,female
Adelie,Dream,32.48218471,16.12976938,186,2498,male
Gentoo,Biscoe,48.93411241,16.54124998,200,7240,female
Adelie,Biscoe,35.49464466,23.54850852,186,5634,male
Chinstrap,Dream,47.54853845,22.82752183,214,3680,female
Adelie,Dream,40.54574062,16.3605478,188,3128,male
Adelie,Torgersen,33.673823,20.65202202,194,4569,male
Gentoo,Biscoe,51.28456689,22.34755691,218,7595,male
Adelie,Biscoe,47.50448015,16.91926997,198,3773,male
Adelie,Dream,33.4122582,13.13280676,186,2585,female
Adelie,Dream,26.11577477,14.87464757,197,5048,male
Gentoo,Biscoe,53.47373539,67,243,5855,female
Chinstrap,Dream,47.41377269,19.17146746,184,3586,male
Adelie,Torgersen,43.49906842,17.45283618,173,3069,female
Gentoo,Biscoe,51.8375853,18.48775485,226,2804,female
Adelie,Biscoe,34.27430185,14.67721165,173,5615,female
Gentoo,Biscoe,57.80851845,16.67751845,192,5055,female
Adelie,Torgersen,43.84794597,16.90794869,186,5281,female
Adelie,Dream,42.15873139,14.97652856,181,2454,male
Chinstrap,Dream,56.03082019,20.96408776,198,3477,male
Gentoo,Biscoe,50.48604128,12.50363268,235,5425,male
Adelie,Torgersen,44.58559485,24.62986163,202,2313,male
Adelie,Biscoe,40.63986402,17.88310437,200,3316,male
Chinstrap,Dream,45.41576983,19.91126334,256,2594,female
Chinstrap,Dream,39.90517064,10,243,2000,female
Gentoo,Biscoe,46.59512178,15.16392504,254,6891,male
Chinstrap,Dream,41.0942739,19.39787872,198,3718,female
Chinstrap,Dream,52.76549116,18.96551439,185,5342,female
Gentoo,Biscoe,50.23435987,15.36040486,185,3575,male
Gentoo,Biscoe,56.35348221,16.50284223,222,2718,female
Adelie,Dream,36.19503157,21.92056511,215,6073,male
Adelie,Torgersen,33.07633361,18.75838846,170,4699,female
Gentoo,Biscoe,44.53640707,14.12810258,225,4533,male
Chinstrap,Dream,60.17864499,17.23366559,214,5707,female
Adelie,Torgersen,33.28141263,17.92073635,212,3279,male
Adelie,Dream,42.63834171,14.99264583,206,2000,female
Adelie,Dream,40.27975558,15.90900121,230,4855,male
Gentoo,Biscoe,70,25.54686919,166,4025,female
Adelie,Torgersen,43.1878662,17.30515578,189,4402,male
Gentoo,Biscoe,51.57031204,13.16392001,191,6062,male
Adelie,Torgersen,37.10266352,17.65186816,164,3366,female
Gentoo,Biscoe,43.91057437,19.28357984,225,4909,male
Gentoo,Biscoe,25,20.45756723,260,4931,female
Gentoo,Biscoe,70,15.00361696,234,4511,female
Adelie,Biscoe,32.74349873,12.19155196,211,2571,male
Adelie,Dream,37.26685149,10.15501216,160,2000,male
Gentoo,Biscoe,70,19.73543762,244,5446,female
Adelie,Biscoe,39.12007046,76,170,3763,female
Adelie,Dream,50.27885,17.54691385,160,4402,male
Gentoo,Biscoe,48.2298206,14.97357341,182,5905,male
Adelie,Biscoe,32.61589218,16.3526028,180,4257,male
Chinstrap,Dream,53.04061563,13.65461856,226,3924,male
